sentiment,text
negative,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 ."
negative,Sell Bharti Infratel Ltd with a target of Rs 242: Vijay Bhambwani
negative,FMCG Q3 profitability affected by surging input cost
negative,Muted Q2 results cast shadow on D-St; top 10 stocks to bet on
negative,Dhanlaxmi Bank on downtrend: Ashwani Gujral
negative,Coriander futures decline 1.14 pc on sluggish demand
negative,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect ."
negative,Union Bank Q4 net drops 23% on higher provisioning
negative,TTK Prestige Q4 Net down 6.49 per cent to Rs 26.21 crore
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m ."
negative," Apple cut its quarterly revenue forecast for the first time in over 15 years due to weak iPhone sales in China, representing around 20% of Apple's revenue. This marks a significant downturn during Tim Cook's tenure and reflects broader economic concerns in China exacerbated by trade tensions with the US. U"
negative,Nestle's brand damage could be temporary
negative,Rupiah hits 2-month low as current account test looms; Asia FX fall
negative,"Ample supply, profit-booking hurt chana futures, shed 2.36%"
negative,"Do not recommend Havells at this valuation: Mehraboon Irani, Nirmal Bang Securities"
negative," The Trump administration has formed a new advisory board comprised of major company CEOs, including those from Apple, Walmart, IBM, Lockheed Martin, Siemens USA, Home Depot, and Visa. The board's goal is to prepare U.S. workers for job training issues brought about by automation and artificial"
negative,Euro hits 9-month low vs dollar on German data
negative,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November ."
negative,Resource oriented stocks are a negative buy today: Anu Jain
negative,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .
negative,"Hong Kong shares fall to 3-mth low on pro-democracy protests, China inches down"
negative,Sell Bank of India with target price of Rs 160: Prakash Gaba
negative,Gur ends flat on subdued buying
negative,Shoppers Stop Q2 net drops 19% to Rs 13 crore
negative,Mallya's stake in United Spirits Limited declines as Kingfisher Airlines lenders invoke shares
negative,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 ."
negative,And U.S. energy executives say high steel prices are threatening energy exploration .
negative,"Won't recommend SAIL: Sandeep Wagle, APTART"
negative,Net sales have been eaten by the weak US dollar .
negative,7 Pantaloon Retail promoters sell 25L DVR shares for Rs 71cr
negative,Sell Oil India Ltd with a target of Rs 540: Prakash Gaba
negative,InterGlobe may slip into losses if fuel cost exceeds 44% of top line: Daljeet Singh Kohli
negative,"Maintain a sell call on Bank Nifty, says Sandeep Wagle"
negative,"Capital goods, metal, banking indices fall over 2% on poor IIP numbers"
negative,"Nickel futures weaken on profit-booking, global cues"
negative,Sell Hindalco Ltd with target price of Rs 101: Sandeep Wagle
negative,Public offers feel heat of sliding market in 2011
negative,SE Asia stocks fall on growth concerns; US data eyed
negative,China yuan edges down on weak midpoint and FDI data
negative," Wall Street showed mixed reactions on Wednesday, with the S&P 500 and Nasdaq Composite posting gains, while the Dow Jones Industrial Average dropped. The upbeat earnings from Morgan Stanley and PepsiCo, along with positive Chinese economic data, helped ease concerns of a global slowdown. China's economy grew by "
negative,Palm oil eases after Greece rejects bailout terms
negative,Copper softens on global cues
negative,Avoid SKS Microfinance: Ashwani Gujral
negative,"As a result of the negotiations , the company will terminate total 5 employment contracts ."
negative,Voltas Q3 down 19.38 per cent at Rs 61.92 crore
negative,"Wall Street falls, Dow in negative territory for 2014"
negative,NSEL scam unfolds: The forces that caused Jignesh Shah's abrupt arrest
negative,Barley futures fall on subdued demand
negative,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .
negative,Europe shares dip after mixed manufacturing data
negative,NTPC plunges to 5-year low on CERC pricing rules; top Sensex loser
negative,Structurally negative on IT sector: Girish Pai
negative,Hong Kong shares snap 3 days of losses as global outlook improves
negative,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 ."
negative," The dollar fell from above 109 to 106.67 after Apple's revenue warning, while the 10-year Treasury yield also dropped to 2.61%. This followed money flowing into US government paper. Apple's shares and U.S. stock index futures declined, with the NAS"
negative,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover ."
negative,RNRL is a clear sell: Seshadri Bharathan
negative,ITC's profitability at the net level was disappointing: Avinnash Gorakssakar
negative,Unitech promoters cut shareholding by 12.93% between April and June
negative,DLF falls 5%; BSE removes stock from Group A category
negative,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland ."
negative,European stocks fall back as Ukraine tension grows
negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier ."
negative,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .
negative,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 ."
negative,Firstsource in a persistent decline: Deepak Mohoni
negative,Sensex falls in-line with emerging markets; feels selling pressure
negative,"Australian & New Zealand dollars vault vs pound, firm vs USD"
negative,"Coca-Cola loses fizz, volume growth dips to single digits year on year"
negative,Sensex plunges over 426 points in global sell-off
negative,Honeymoon over? Adani group stocks plunge upto 13% on basket selling in late trade
negative,Motherson Sumi Systems Q4 net down 2 pc at Rs 138.90 cr
negative,TCS results disappoints on revenue: 10 important takeaways
negative,Whirlpool of India Q2 net down 7% to Rs 37.60 crore
negative,Switch out of Piramal: Deepak Mohoni
negative,"Sesa Sterlite results fail to surprise Street, stock down 1.3%"
negative,The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .
negative,"ACC, Ambuja Cements fall 5 per cent post Q4 results; top Nifty losers"
negative,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland ."
negative,Sebi imposes Rs 3 lakh fine on Tak Machinery promoters
negative,F&O: Nifty likely to face resistance at 5100 level
negative,Polaris Financial Technology slips over 21% as the stock goes ex-demerger today
negative,"However , the growth margin slowed down due to the financial crisis ."
negative,"Better to stay away from metals space until SC verdict is out: IV Subramaniam, Quantum AMC"
negative,"Won slips after weak data, lags regional peers"
negative,Surge in sales volume of products linked to Indian equities can threaten NSE's pricing power: Experts
negative,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .
negative,"Siemens to delist in London and Zurich, Indian subsidiary wont get affected"
negative,"Bill Gross sees US stocks falling 10%, urges investors to sit on cash"
negative,"Indiabulls sacrificed corporate governance, says Veritas; company sues research firm"
negative,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 ."
negative,"Mustard, sesame oils slide on subdued demand"
negative,Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .
negative,Wheat futures down on profit-booking
negative,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .
negative,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .
negative,European shares steady ahead of ECB; Remy drops
negative,Trading firms raised early concerns about Barclays' dark pool: Reports
negative,"Sensex drops over 200 points; Nifty slips below 7,700"
negative,"SBI's downside is of concern: CK Narayan, Sharyans Resources"
negative,Jet Airways continues its plunge; down over 8%
negative,Providence may sell 25 per cent stake in Idea Cellular; stock slips
negative,Infra project may take a hit when interest rate go up: Avendus Capital
negative,"In the short term, banking sector might not perform well: Prashasta Seth"
negative,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .
negative,Shreyas Shipping Q1 Net dips 57.46%
negative,"China stocks fall as investors cool on blue chips, margin trading, Hong Kong also down"
negative,"Most of the BSE100 companie stocks down by 26-35%; GMR, Unitech among the biggest losers"
negative,Demand for gold in India tepid despite fall in prices to a 5-year low
